AnimalGroup,Animal,Species,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,symptoms1_cluster,symptoms1_corrected,symptoms1_canonical,symptoms2_cluster,symptoms2_corrected,symptoms2_canonical,symptoms3_cluster,symptoms3_corrected,symptoms3_canonical,symptoms4_cluster,symptoms4_corrected,symptoms4_canonical,symptoms5_cluster,symptoms5_corrected,symptoms5_canonical
bird,fowl,unknown,bald patches,hair loss,crusty,flaky,red lesion from bald patches,yes,89,bald patches,bald patches,403,hair loss,hair loss,57,crusty,crusted,219,flaky,flaky,3,red lesion from bald patches,red lesion from bald patches
bird,fowl,unknown,poor condition,enlarged lymph nodes,diarrhea,weight loss,pain,yes,33,poor condition,poor condition,346,enlarged lymph nodes,enlarged lymph nodes,17,diarrhoea,diarrhea,185,weight loss,weight loss,95,pain,pain
bird,fowl,unknown,fever,chills,coughing,progressive weakness,joint pain,yes,175,fever,fever,359,chills,chill,86,coughing,cough,96,progressive weakness,progressive weakness,80,joint pain,joint pain
bird,fowl,unknown,heavy infection,diarrhea,vitamin and minerals defiency,weight loss,pain,yes,30,heavy infection,heavy infection,17,diarrhoea,diarrhea,335,vitamin and minerals def ency,vitamin and minerals def ency,185,weight loss,weight loss,95,pain,pain
bird,fowl,unknown,fever,diarrhea,muscle weakness,muscle pain,abdonormal discomfort,yes,175,fever,fever,17,diarrhoea,diarrhea,38,muscle weakness,muscle weakness,38,muscle pain,muscle pain,132,abnormal discomfort,abnormal discomfort
bird,fowl,unknown,fever,chills,headache,nausea,pain,yes,175,fever,fever,359,chills,chill,166,headache,concern,293,nausea,nausea,95,pain,pain
bird,fowl,unknown,thicked skin,hair tining,hair loss,scabbing,itchiness,yes,384,thicker skin,thicker skin,344,hair dining,hair dining,403,hair loss,hair loss,231,stabbing,knife,343,itchiness,itch
bird,fowl,unknown,facial edema,loss of earing,vomiting,head ache,throat and ear pain,yes,53,facial enema,facial enema,19,loss of earing,loss of earing,268,vomiting,vomit,128,head ache,head ache,69,throat and ear pain,throat and ear pain
bird,fowl,unknown,general malaise,hepatic failure,vomiting,weight loss,abdonormal pain,yes,187,general malaise,general malaise,208,hepatic failure,hepatic failure,268,vomiting,vomit,185,weight loss,weight loss,132,abnormal pain,abnormal pain
bird,fowl,unknown,upset stomach,loss of appetite,nause,weight loss,abdonormal pain,yes,41,upset stomach,upset stomach,4,loss of appetite,loss of appetite,323,cause,cause,185,weight loss,weight loss,132,abnormal pain,abnormal pain
bird,fowl,unknown,fever,muscle loss,skeleten pain,weight loss,wasting,yes,175,fever,fever,38,muscle loss,muscle loss,80,skeleton pain,skeleton pain,185,weight loss,weight loss,56,wasting,cachexia
bird,fowl,unknown,oedema,swelling of face or leg,swelling of neck,weight loss,pain,yes,103,oedema,edema,7,swelling of face or leg,swelling of face or leg,7,swelling of neck,swelling of neck,185,weight loss,weight loss,95,pain,pain
bird,fowl,unknown,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones,yes,34,poor growth,poor growth,393,short stature,short stature,29,enlargement of bones,enlargement of bones,51,lameness,lameness,376,weight bearing long bones,weight bearing long bones
bird,fowl,unknown,fever,chills,sweat,head ache,fatique,yes,175,fever,fever,359,chills,chill,134,sweat,perspiration,128,head ache,head ache,413,fatigue,fatigue
bird,fowl,unknown,fever,loss of appetite,weakness,weight loss,vomitting,yes,175,fever,fever,4,loss of appetite,loss of appetite,266,weakness,failing,185,weight loss,weight loss,268,vomiting,vomit
bird,fowl,unknown,dullness,lacrimation,coughing,diarrhea,seizures,yes,67,dullness,dullness,418,lacrimation,lacrimation,86,coughing,cough,17,diarrhoea,diarrhea,60,seizures,seizure
bird,fowl,unknown,vomiting,bloody diarrhea,lethargy,dehydration,anorexia,yes,268,vomiting,vomit,17,bloody diarrhoea,bloody diarrhoea,312,lethargy,lethargy,35,dehydration,dehydration,56,anorexia,anorexia
bird,fowl,unknown,fever,uncharacteristic hiding,depression,dehydration,stopped eat,yes,175,fever,fever,436,uncharacteristic hiding,uncharacteristic hiding,43,depression,depression,35,dehydration,dehydration,141,stopped eat,stopped eat
bird,fowl,unknown,fever,poor coat condition,infection of the skin,weight loss,fatique,yes,175,fever,fever,217,poor coat condition,poor coat condition,87,infection of the skin,infection of the skin,185,weight loss,weight loss,413,fatigue,fatigue
bird,fowl,unknown,weakness,stiffness,trembling,white mark on the muscle,loss of vitamin e,yes,266,weakness,failing,140,stiffness,stiffness,196,trembling,shaking,259,white mark on the muscle,white mark on the muscle,23,loss of vitamin a,loss of vitamin a
bird,fowl,unknown,partial paralysis,staggering as drunk,self mutilation,acting aggressive,acting unnaturally tame,yes,13,partial paralysis,partial paralysis,127,staggering as drunk,staggering as drunk,279,self mutilation,self mutilation,116,acting aggressive,acting aggressive,258,acting unnaturally tame,acting unnaturally tame
bird,fowl,unknown,fever,tiredness,headache,skin rashes,pain,yes,175,fever,fever,413,tiredness,fatigue,166,headache,concern,87,skin rashes,skin rashes,95,pain,pain
bird,fowl,unknown,thick crusting,itchiness,hair loss,watery eye,pain,yes,57,thick crusting,thick crusting,343,itchiness,itch,403,hair loss,hair loss,155,watery eye,watery eye,95,pain,pain
bird,fowl,unknown,constant pacing,facial muscle twitching,abnormalalities,blindness,muscle pain,yes,356,constant pacing,constant pacing,179,facial muscle twitching,facial muscle twitching,192,abnormalities,abnormality,184,blindness,blindness,38,muscle pain,muscle pain
bird,fowl,unknown,loss od appetite,wheezing,seizuers,skin rashes,fatique,yes,4,loss of appetite,loss of appetite,320,wheezing,wheeze,60,seizures,seizure,87,skin rashes,skin rashes,413,fatigue,fatigue
bird,fowl,unknown,indigestion,abdminal pain,constipation,diarrhea,nausea,yes,212,indigestion,indigestion,149,abdominal pain,abdominal pain,212,constipation,constipation,17,diarrhoea,diarrhea,293,nausea,nausea
bird,fowl,unknown,blood in urine,diarrhea,vomiting,lethargy,bleeding in eye and skin,yes,27,blood in urine,blood in urine,17,diarrhoea,diarrhea,268,vomiting,vomit,312,lethargy,lethargy,99,bleeding in eye and skin,bleeding in eye and skin
bird,fowl,unknown,fever,malaise,weakness,weight loss,pain,yes,175,fever,fever,187,malaise,malaise,266,weakness,failing,185,weight loss,weight loss,95,pain,pain
bird,fowl,unknown,fever,diarrhea,vomiting,stomach cramps,nausea,yes,175,fever,fever,17,diarrhoea,diarrhea,268,vomiting,vomit,41,stomach cramps,stomach cramps,293,nausea,nausea
bird,fowl,unknown,fever,lack of coordination,depression,salivation,facial paralysis,yes,175,fever,fever,91,lack of coordination,lack of coordination,43,depression,depression,21,salivation,salivation,13,facial paralysis,facial paralysis
bird,fowl,unknown,sores on lip,infection,sores on lower leg and teats,lesion,pain,yes,204,sores on lip,sores on lip,30,infection,infection,158,sores on lower leg and teats,sores on lower leg and teats,18,lesion,lesion,95,pain,pain
bird,fowl,unknown,abortion on late pregancy,stillbirth,retained placenda,endomeritis,decrease appetite,yes,76,abortion on late pregnancy,abortion on late pregnancy,76,stillbirth,spontaneous abortion,274,retained placenta,retained placenta,133,end merits,end merits,4,decrease appetite,decrease appetite
bird,fowl,unknown,paresis,paralysis,weakness,stomach cramps,diarrhea,yes,168,paresis,paresis,13,paralysis,paralysis,266,weakness,failing,41,stomach cramps,stomach cramps,17,diarrhoea,diarrhea
bird,fowl,unknown,fever,diarrhea,swelling,weight loss,pain,yes,175,fever,fever,17,diarrhoea,diarrhea,7,swelling,swelling,185,weight loss,weight loss,95,pain,pain
bird,fowl,unknown,fever,hemolytic anemia,hemoglobinuria,pulmonary congestion,jaundice,yes,175,fever,fever,75,hem lytic anaemia,hem lytic anaemia,372,haemoglobin ria,haemoglobin ria,32,pulmonary congestion,pulmonary congestion,236,jaundice,jaundice
bird,fowl,unknown,abortion,mummification,stillbirth,weak kids,pain,yes,76,abortion,abortion,215,mummification,mummification,76,stillbirth,spontaneous abortion,235,weak kids,weak kids,95,pain,pain
bird,fowl,unknown,runny nose,difficulty in breathing,coughing,weakness,loss of appettite,yes,370,runny nose,runny nose,9,difficulty in breathing,difficulty in breathing,86,coughing,cough,266,weakness,failing,4,loss of appetite,loss of appetite
bird,fowl,unknown,fever,nasal discharge,respiratory distress,pox lesion,pain,yes,175,fever,fever,102,nasal discharge,nasal discharge,32,respiratory distress,respiratory distress,366,pox lesion,pox lesion,95,pain,pain
bird,fowl,unknown,fever,dark colored bloody,incoordination,difficulty in breathing,terminal convulsion,yes,175,fever,fever,151,dark coloured bloody,dark coloured bloody,361,incoordination,incoordination,9,difficulty in breathing,difficulty in breathing,379,terminal convulsion,terminal convulsion
bird,fowl,unknown,fever,dysentery,swelling,immediate death,pain,yes,175,fever,fever,63,dysentery,dysentery,7,swelling,swelling,25,immediate death,immediate death,95,pain,pain
bird,fowl,unknown,fever,respiratory distress,mucous discharge,reduce feed,weight gain,yes,175,fever,fever,32,respiratory distress,respiratory distress,44,mucous discharge,mucous discharge,345,reduce feed,reduce feed,214,weight gain,weight gain
bird,fowl,unknown,decreased milk,holding limbs off the ground,weight loss,lameness,wool production,yes,97,decreased milk,decreased milk,327,holding limbs off the ground,holding limbs off the ground,185,weight loss,weight loss,51,lameness,lameness,28,wool production,wool production
bird,fowl,unknown,swelling of udder,change in milk,swollen,tender to touch,pain,yes,7,swelling of udder,swelling of udder,73,change in milk,change in milk,331,swollen,swell,170,tender to touch,tender to touch,95,pain,pain
bird,fowl,unknown,fever,respiratory distress,occular discharge,mouth lesion,nasal discharge,yes,175,fever,fever,32,respiratory distress,respiratory distress,105,ocular discharge,ocular discharge,18,mouth lesion,mouth lesion,102,nasal discharge,nasal discharge
bird,fowl,unknown,fever,wound lesion,excess salivary,difficult in walking,pain,yes,175,fever,fever,18,wound lesion,wound lesion,21,excess salivary,excess salivary,90,difficult in walking,difficult in walking,95,pain,pain
bird,fowl,unknown,emaciation,edema in lower jaw,coughing,shivering,anemia,yes,148,emaciation,bonyness,53,enema in lower jaw,enema in lower jaw,86,coughing,cough,359,shivering,chill,422,anaemia,anemia
mammal,even-toed ungulates,buffalo,fever,reduce growth,kid moratality,weakness,dullness,yes,175,fever,fever,34,reduce growth,reduce growth,37,kid mortality,kid mortality,266,weakness,failing,67,dullness,dullness
mammal,even-toed ungulates,buffalo,fever,reduce growth,edema in lower jaw,weight loss,anemia,yes,175,fever,fever,34,reduce growth,reduce growth,53,enema in lower jaw,enema in lower jaw,185,weight loss,weight loss,422,anaemia,anemia
mammal,even-toed ungulates,buffalo,emaciation,diarrhea,kid moratality,weakness,anemia,yes,148,emaciation,bonyness,17,diarrhoea,diarrhea,37,kid mortality,kid mortality,266,weakness,failing,422,anaemia,anemia
mammal,even-toed ungulates,buffalo,skinallergy,reduce growth,wound,head ache,dizziness,yes,87,skin allergy,skin allergy,34,reduce growth,reduce growth,380,wound,wound,128,head ache,head ache,294,dizziness,dizziness
mammal,even-toed ungulates,buffalo,watering of eyes,redness of white of the eye,swelling of eyelid,cornea become cloudy,tear production,yes,155,watering of eyes,watering of eyes,206,redness of white of the eye,redness of white of the eye,7,swelling of eyelid,swelling of eyelid,176,cornea become cloudy,cornea become cloudy,139,tear production,tear production
mammal,even-toed ungulates,buffalo,berberi,wasting,nervous,weight loss,anorexia,yes,239,berber,Berber,56,wasting,cachexia,115,nervous,nervous,185,weight loss,weight loss,56,anorexia,anorexia
mammal,even-toed ungulates,buffalo,gastritis,morbidity,bloody,mortality,anemia,yes,63,gastritis,gastritis,52,morbidity,morbidity,261,bloody,bloody,37,mortality,mortality,422,anaemia,anemia
mammal,even-toed ungulates,buffalo,fever,severe headache,vomiting,coughing,fatique,yes,175,fever,fever,128,severe headache,severe headache,268,vomiting,vomit,86,coughing,cough,413,fatigue,fatigue
mammal,even-toed ungulates,buffalo,fever,tiredness,swollen kidney,hematuria,muscle aches,yes,175,fever,fever,413,tiredness,fatigue,70,swollen kidney,swollen kidney,75,haematuria,hematuria,38,muscle aches,muscle aches
mammal,even-toed ungulates,buffalo,fever,diarrhea,decreased appetite,vomiting,bloody,yes,175,fever,fever,17,diarrhoea,diarrhea,4,decreased appetite,decreased appetite,268,vomiting,vomit,261,bloody,bloody
mammal,even-toed ungulates,buffalo,gas,diarrhea,abdominal discomfort,vomiting,nausea,yes,355,gas,gas,17,diarrhoea,diarrhea,149,abdominal discomfort,abdominal discomfort,268,vomiting,vomit,293,nausea,nausea
mammal,even-toed ungulates,buffalo,drooping ears,lack of coordination,drooling,wasting,listlessness,yes,15,drooping ears,drooping ears,91,lack of coordination,lack of coordination,21,drooling,salivate,56,wasting,cachexia,311,listlessness,languor
mammal,even-toed ungulates,buffalo,edema,diarrhea,nasal discharge,decresed egg production,sneezing,yes,53,enema,enema,17,diarrhoea,diarrhea,102,nasal discharge,nasal discharge,104,decreased egg production,decreased egg production,49,sneezing,sneeze
mammal,even-toed ungulates,buffalo,drooping wings,depression,nasal discharge,coughing,greenish diarrhea,no,42,drooping wings,drooping wings,43,depression,depression,102,nasal discharge,nasal discharge,86,coughing,cough,17,greenish diarrhoea,greenish diarrhoea
mammal,even-toed ungulates,buffalo,weakness,yellow or green dropping,purplish combs,wattles,drop on egg production,no,266,weakness,failing,47,yellow or green dropping,yellow or green dropping,92,purplish combs,purplish combs,328,wattles,wattle,104,drop on egg production,drop on egg production
mammal,even-toed ungulates,buffalo,neck paralysis,diarrhea,ruffled feathers,labored breathing,weakness,no,13,neck paralysis,neck paralysis,17,diarrhoea,diarrhea,195,ruffled feathers,ruffled feathers,9,laboured breathing,laboured breathing,266,weakness,failing
mammal,even-toed ungulates,buffalo,facial swelling,lacrimation,diarrhea,anorexia,nasal discharge,no,7,facial swelling,facial swelling,418,lacrimation,lacrimation,17,diarrhoea,diarrhea,56,anorexia,anorexia,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,buffalo,loss of appetite,depression,paralyzed leg,weight loss,anemia,no,4,loss of appetite,loss of appetite,43,depression,depression,13,paralysed leg,paralysed leg,185,weight loss,weight loss,422,anaemia,anemia
mammal,even-toed ungulates,buffalo,dejection,loss of appetite,slow growth,diarrhea,lesion,no,222,dejection,dejection,4,loss of appetite,loss of appetite,34,slow growth,slow growth,17,diarrhoea,diarrhea,18,lesion,lesion
mammal,even-toed ungulates,buffalo,severe swellimg,heavy breathing,diarrhea,weight loss,pain,no,7,severe swelling,severe swelling,9,heavy breathing,heavy breathing,17,diarrhoea,diarrhea,185,weight loss,weight loss,95,pain,pain
mammal,even-toed ungulates,buffalo,weakness,diarrhea,high moratality,dehydration,anorexia,no,266,weakness,failing,17,diarrhoea,diarrhea,37,high mortality,high mortality,35,dehydration,dehydration,56,anorexia,anorexia
mammal,even-toed ungulates,buffalo,fever,hepatitis,skin rashes,weight loss,pain,no,175,fever,fever,83,hepatitis,hepatitis,87,skin rashes,skin rashes,185,weight loss,weight loss,95,pain,pain
mammal,even-toed ungulates,buffalo,sneezing,epistaxis,coughing,difficulty in breathing,nasal discharge,no,49,sneezing,sneeze,152,epistaxis,nosebleed,86,coughing,cough,9,difficulty in breathing,difficulty in breathing,102,nasal discharge,nasal discharge
mammal,even-toed ungulates,buffalo,sneezing,unilateral nasal discharge,gagging,retching,weight loss,yes,49,sneezing,sneeze,102,unilateral nasal discharge,unilateral nasal discharge,233,gagging,gag,268,retching,vomit,185,weight loss,weight loss
